task_id,title,description,category,priority,assignee,created_date,deadline,estimated_hours
222,Configure auto-scaling for user profile ,Configure auto-scaling for user profile during peak submit button,DevOps,Low,priya,2025-02-09,2025-03-02,2.5
223,Need to handle the ticket affecting repo,Need to handle the ticket affecting reporting performance,Backend,Medium,neha,2025-02-10,2025-02-23,0.5
224,Whenever convenient — need to update the,Whenever convenient — need to update the item explaining notifications setup,Documentation,Low,arjun,2025-07-23,2025-08-13,3.2
225,Please handle the request related to use,Please handle the request related to user profile infrastructure,DevOps,Medium,arjun,2025-10-27,2025-11-08,6.4
226,Time-sensitive — fix flaky integration t,Time-sensitive — fix flaky integration test in payment during signup,Testing,High,rohan,2025-03-20,2025-03-27,16.4
227,Low priority — update API docs for the a,Low priority — update API docs for the admin endpoint,Documentation,Low,vikram,2025-08-09,2025-08-31,2.3
228,Time-sensitive — optimize database query,Time-sensitive — optimize database query for payment table,Backend,High,rohan,2025-07-17,2025-07-21,7.2
229,"When possible, redesign the reporting da","When possible, redesign the reporting dashboard for better readability",UI/UX,Medium,rohan,2025-03-13,2025-03-24,1.4
230,Low priority — update API docs for the a,Low priority — update API docs for the admin endpoint,Documentation,Low,vikram,2025-05-07,2025-05-29,16.0
231,"When possible, optimize database query f","When possible, optimize database query for search table",Backend,Medium,rohan,2025-06-18,2025-06-30,11.1
232,Visual inconsistency on search during ch,Visual inconsistency on search during checkout,UI/UX,High,sneha,2025-06-10,2025-06-15,3.4
233,"No rush, but need to review the item exp","No rush, but need to review the item explaining notifications setup",Documentation,Low,vikram,2025-10-16,2025-11-05,12.3
234,Server-side auth logic fails under submi,Server-side auth logic fails under submit button,Backend,Medium,neha,2025-02-05,2025-02-17,4.6
235,"No rush, but improve accessibility of se","No rush, but improve accessibility of search form fields",Feature Request,Low,vikram,2025-10-26,2025-11-17,11.5
236,Need to handle the problem affecting pay,Need to handle the problem affecting payment performance,Backend,Urgent,priya,2025-02-13,2025-02-14,5.0
237,Fix broken deployment on signup server,Fix broken deployment on signup server,DevOps,High,sneha,2025-07-24,2025-07-30,5.2
238,"No rush, but memory leak detected in rep","No rush, but memory leak detected in reporting module during checkout",Bug,Low,rohan,2025-09-14,2025-10-04,3.5
239,Memory leak detected in payment module d,Memory leak detected in payment module during peak load,Bug,High,sneha,2025-06-09,2025-06-15,7.8
240,Need to update the ticket around admin t,Need to update the ticket around admin test failures,Testing,Medium,arjun,2025-02-04,2025-02-15,5.5
241,Write unit tests for search module,Write unit tests for search module,Testing,High,priya,2025-05-05,2025-05-13,7.3
242,Server-side admin logic fails under peak,Server-side admin logic fails under peak load,Backend,Medium,arjun,2025-08-10,2025-08-22,1.1
243,High priority: fix broken deployment on ,High priority: fix broken deployment on peak load server,DevOps,High,arjun,2025-02-02,2025-02-10,11.8
244,Time-sensitive — fix flaky integration t,Time-sensitive — fix flaky integration test in search during multiple,Testing,High,vikram,2025-09-28,2025-10-04,13.7
245,Visual inconsistency on search during su,Visual inconsistency on search during submit button,UI/UX,Medium,vikram,2025-06-02,2025-06-15,5.5
246,Time-sensitive — memory leak detected in,Time-sensitive — memory leak detected in user profile module during submit button,Bug,High,vikram,2025-07-18,2025-07-25,18.0
247,Add notification system for checkout eve,Add notification system for checkout events,Feature Request,Medium,vikram,2025-06-11,2025-06-23,15.3
248,ASAP — application crashes when peak loa,ASAP — application crashes when peak load is clicked on the user profile page,Bug,Urgent,neha,2025-09-09,2025-09-13,7.9
249,Fix flaky integration test in reporting ,Fix flaky integration test in reporting during submit button,Testing,Medium,vikram,2025-05-21,2025-05-31,12.4
250,Whenever convenient — need to address th,Whenever convenient — need to address the request explaining auth setup,Documentation,Low,vikram,2025-10-06,2025-10-27,10.3
251,Need to investigate the issue around use,Need to investigate the issue around user profile test failures,Testing,High,arjun,2025-05-07,2025-05-13,0.8
252,Redesign the notifications dashboard for,Redesign the notifications dashboard for better readability,UI/UX,Medium,neha,2025-06-29,2025-07-12,4.0
253,"No rush, but fix alignment issue on user","No rush, but fix alignment issue on user profile page for monthly screen size",UI/UX,Low,rohan,2025-10-03,2025-10-23,8.3
254,Deployment task affecting notifications ,Deployment task affecting notifications during multiple,DevOps,Medium,neha,2025-01-31,2025-02-11,14.3
255,"When possible, implement export to CSV f","When possible, implement export to CSV for user profile reports",Feature Request,Medium,neha,2025-03-14,2025-03-27,1.3
256,Need to update the ticket explaining pay,Need to update the ticket explaining payment setup,Documentation,Medium,sneha,2025-07-08,2025-07-20,0.9
257,"When possible, update API docs for the a","When possible, update API docs for the admin endpoint",Documentation,Medium,sneha,2025-08-08,2025-08-18,4.8
258,Document deployment steps for multiple e,Document deployment steps for multiple environment,Documentation,Low,arjun,2025-01-25,2025-02-13,0.5
259,ASAP — please check the ticket related t,ASAP — please check the ticket related to payment infrastructure,DevOps,Urgent,priya,2025-03-09,2025-03-12,4.7
260,Critical — increase test coverage for au,Critical — increase test coverage for auth edge cases,DevOps,Urgent,neha,2025-04-30,2025-05-04,6.6
261,Time-sensitive — application crashes whe,Time-sensitive — application crashes when checkout is clicked on the admin page,Bug,High,neha,2025-01-05,2025-01-09,2.2
262,Need to address the issue explaining use,Need to address the issue explaining user profile setup,Documentation,Medium,rohan,2025-02-22,2025-03-03,4.8
263,Write onboarding guide for notifications,Write onboarding guide for notifications module,Documentation,High,arjun,2025-09-29,2025-10-07,9.7
264,Need to review the problem affecting aut,Need to review the problem affecting auth performance,Backend,High,arjun,2025-08-15,2025-08-20,3.2
265,Application crashes when mobile is click,Application crashes when mobile is clicked on the auth page,Bug,Medium,rohan,2025-03-13,2025-03-23,2.5
266,Deployment case affecting reporting duri,Deployment case affecting reporting during mobile,Testing,Low,vikram,2025-04-16,2025-05-09,4.6
267,Need to fix the case affecting auth perf,Need to fix the case affecting auth performance,Backend,Medium,arjun,2025-09-11,2025-09-23,2.0
268,Please fix the item to support reporting,Please fix the item to support reporting customization,Feature Request,Medium,rohan,2025-10-19,2025-10-31,17.1
269,Please prioritize — need to fix the requ,Please prioritize — need to fix the request affecting payment performance,Backend,High,vikram,2025-01-31,2025-02-07,5.1
270,"When possible, docs missing for admin co","When possible, docs missing for admin configuration under monthly",Documentation,Medium,arjun,2025-03-20,2025-03-31,2.8
271,Whenever convenient — write onboarding g,Whenever convenient — write onboarding guide for user profile module,Documentation,Low,neha,2025-02-03,2025-02-24,5.9
272,Time-sensitive — fix alignment issue on ,Time-sensitive — fix alignment issue on user profile page for submit button screen size,UI/UX,High,arjun,2025-06-08,2025-06-13,4.6
273,Time-sensitive — unexpected behavior in ,Time-sensitive — unexpected behavior in user profile when using submit button,Bug,High,neha,2025-07-10,2025-07-15,4.2
274,Time-sensitive — write unit tests for pa,Time-sensitive — write unit tests for payment module,Bug,High,vikram,2025-09-12,2025-09-19,3.2
275,Docs missing for search configuration un,Docs missing for search configuration under checkout,Documentation,Low,neha,2025-03-01,2025-03-21,3.1
276,Low priority — optimize database query f,Low priority — optimize database query for payment table,Backend,Low,neha,2025-01-19,2025-02-11,1.1
277,High priority: fix broken deployment on ,High priority: fix broken deployment on multiple server,DevOps,High,neha,2025-03-03,2025-03-11,12.4
278,Users report payment stops responding du,Users report payment stops responding during mobile,Bug,Medium,arjun,2025-06-09,2025-06-20,7.6
279,Add caching layer to search API,Add caching layer to search API,Backend,Medium,neha,2025-09-10,2025-09-20,6.3
280,Please prioritize — refactor payment ser,Please prioritize — refactor payment service to reduce latency during checkout,Backend,High,arjun,2025-01-05,2025-01-11,4.5
281,High priority: increase test coverage fo,High priority: increase test coverage for user profile edge cases,Testing,High,arjun,2025-03-14,2025-03-20,2.1
282,Users report admin stops responding duri,Users report admin stops responding during mobile,Bug,Urgent,priya,2025-02-18,2025-02-23,2.6
283,Critical — set up CI/CD pipeline for rep,Critical — set up CI/CD pipeline for reporting service,DevOps,Urgent,sneha,2025-05-14,2025-05-17,1.3
284,Critical — configure auto-scaling for ad,Critical — configure auto-scaling for admin during peak multiple,DevOps,Urgent,priya,2025-10-27,2025-10-28,2.9
285,Data not saving correctly when multiple ,Data not saving correctly when multiple is submitted,Bug,Medium,arjun,2025-08-26,2025-09-06,1.9
286,Unexpected behavior in notifications whe,Unexpected behavior in notifications when using multiple,Bug,Medium,rohan,2025-02-16,2025-02-26,14.8
287,Improve accessibility of notifications f,Improve accessibility of notifications form fields,UI/UX,Medium,priya,2025-10-12,2025-10-25,9.3
288,High priority: users report user profile,High priority: users report user profile stops responding during monthly,Bug,High,neha,2025-07-25,2025-07-31,5.3
289,URGENT: set up CI/CD pipeline for report,URGENT: set up CI/CD pipeline for reporting service,DevOps,Urgent,arjun,2025-08-16,2025-08-18,2.4
290,Time-sensitive — increase test coverage ,Time-sensitive — increase test coverage for payment edge cases,Testing,High,arjun,2025-07-22,2025-07-29,2.0
291,Fix alignment issue on user profile page,Fix alignment issue on user profile page for multiple screen size,Feature Request,Medium,sneha,2025-06-01,2025-06-13,4.3
292,"When possible, optimize database query f","When possible, optimize database query for admin table",Backend,Medium,sneha,2025-10-06,2025-10-15,9.5
293,Need to address the item around notifica,Need to address the item around notifications test failures,Testing,High,priya,2025-07-18,2025-07-24,1.3
294,Login fails with error 500 after submit ,Login fails with error 500 after submit button attempts,Bug,Medium,priya,2025-07-03,2025-07-16,7.5
295,Requesting new option for search during ,Requesting new option for search during checkout,Feature Request,Low,priya,2025-07-18,2025-08-08,2.9
296,Whenever convenient — allow users to fil,Whenever convenient — allow users to filter auth by monthly,Feature Request,Low,priya,2025-10-18,2025-11-10,3.3
297,URGENT: need to check the ticket affecti,URGENT: need to check the ticket affecting search performance,Backend,Urgent,vikram,2025-04-23,2025-04-24,5.2
298,Visual inconsistency on notifications du,Visual inconsistency on notifications during checkout,UI/UX,Low,arjun,2025-06-15,2025-07-04,2.4
299,"When possible, implement export to CSV f","When possible, implement export to CSV for payment reports",Feature Request,Medium,rohan,2025-02-21,2025-03-04,4.1
300,Whenever convenient — write onboarding g,Whenever convenient — write onboarding guide for admin module,Documentation,Low,neha,2025-07-02,2025-07-22,2.2
301,High priority: need to resolve the task ,High priority: need to resolve the task affecting auth performance,Backend,High,vikram,2025-10-21,2025-10-28,3.1
302,Memory leak detected in reporting module,Memory leak detected in reporting module during monthly,Bug,Medium,rohan,2025-02-09,2025-02-19,8.5
303,Low priority — update API docs for the a,Low priority — update API docs for the auth endpoint,Documentation,Low,rohan,2025-02-04,2025-02-25,5.4
304,Low priority — write unit tests for admi,Low priority — write unit tests for admin module,Testing,Low,rohan,2025-09-10,2025-10-02,8.5
305,Need to review the task affecting notifi,Need to review the task affecting notifications performance,Backend,Medium,arjun,2025-06-13,2025-06-24,2.8
306,Data not saving correctly when checkout ,Data not saving correctly when checkout is submitted,Bug,Medium,vikram,2025-06-23,2025-07-06,7.6
307,Please prioritize — please investigate t,Please prioritize — please investigate the task layout for user profile,UI/UX,High,neha,2025-04-08,2025-04-15,1.0
308,High priority: server-side auth logic fa,High priority: server-side auth logic fails under multiple,Backend,High,priya,2025-10-09,2025-10-16,5.2
309,High priority: data not saving correctly,High priority: data not saving correctly when submit button is submitted,Bug,High,sneha,2025-05-30,2025-06-03,7.9
310,"No rush, but need to resolve the issue a","No rush, but need to resolve the issue around admin test failures",Testing,Low,priya,2025-07-15,2025-08-05,0.9
311,Low priority — please review the case la,Low priority — please review the case layout for search,UI/UX,Low,neha,2025-02-19,2025-03-10,2.9
312,Need to review the request explaining re,Need to review the request explaining reporting setup,Documentation,Medium,neha,2025-08-03,2025-08-16,5.2
313,URGENT: qA found issue in admin during c,URGENT: qA found issue in admin during checkout,Testing,Urgent,neha,2025-09-22,2025-09-27,10.0
314,Low priority — need to review the case a,Low priority — need to review the case affecting user profile performance,Backend,Low,neha,2025-08-11,2025-08-31,3.1
315,Please prioritize — allow users to filte,Please prioritize — allow users to filter auth by multiple,Feature Request,High,sneha,2025-05-22,2025-05-30,7.3
316,Low priority — qA found issue in reporti,Low priority — qA found issue in reporting during mobile,Testing,Low,arjun,2025-10-26,2025-11-14,12.9
317,Time-sensitive — add caching layer to re,Time-sensitive — add caching layer to reporting API,Backend,High,priya,2025-08-31,2025-09-04,7.6
318,"No rush, but docs missing for auth confi","No rush, but docs missing for auth configuration under mobile",Documentation,Low,rohan,2025-01-26,2025-02-17,4.3
319,Low priority — document deployment steps,Low priority — document deployment steps for multiple environment,Documentation,Low,rohan,2025-04-27,2025-05-17,6.6
320,High priority: configure auto-scaling fo,High priority: configure auto-scaling for auth during peak multiple,DevOps,High,vikram,2025-07-28,2025-08-04,3.0
321,"When possible, write unit tests for noti","When possible, write unit tests for notifications module",Testing,Medium,arjun,2025-09-26,2025-10-09,5.3
322,"No rush, but implement export to CSV for","No rush, but implement export to CSV for payment reports",Feature Request,Low,sneha,2025-05-21,2025-06-11,4.4
323,Optimize database query for payment tabl,Optimize database query for payment table,Backend,Medium,vikram,2025-08-31,2025-09-13,6.4
324,Low priority — document deployment steps,Low priority — document deployment steps for signup environment,Documentation,Low,priya,2025-10-20,2025-11-09,3.6
325,"When possible, fix broken deployment on ","When possible, fix broken deployment on multiple server",Backend,Medium,arjun,2025-03-30,2025-04-12,6.7
326,Allow users to filter auth by signup,Allow users to filter auth by signup,Feature Request,Low,priya,2025-08-24,2025-09-14,3.5
327,"When possible, visual inconsistency on r","When possible, visual inconsistency on reporting during monthly",UI/UX,Medium,neha,2025-07-11,2025-07-24,9.2
328,Please prioritize — add caching layer to,Please prioritize — add caching layer to payment API,Backend,High,neha,2025-05-22,2025-05-28,3.8
329,Configure auto-scaling for user profile ,Configure auto-scaling for user profile during peak checkout,DevOps,Urgent,neha,2025-07-26,2025-07-29,0.5
330,"When possible, requesting new option for","When possible, requesting new option for search during peak load",UI/UX,Medium,neha,2025-06-25,2025-07-05,2.0
331,Time-sensitive — need to resolve the cas,Time-sensitive — need to resolve the case affecting search performance,Backend,High,arjun,2025-04-03,2025-04-09,5.1
332,Improve accessibility of notifications f,Improve accessibility of notifications form fields,UI/UX,Low,priya,2025-04-24,2025-05-15,14.7
333,ASAP — please handle the item related to,ASAP — please handle the item related to search infrastructure,DevOps,Urgent,neha,2025-08-29,2025-08-30,8.9
334,Time-sensitive — server-side admin logic,Time-sensitive — server-side admin logic fails under submit button,Backend,High,arjun,2025-06-02,2025-06-09,0.4
335,Fix flaky integration test in search dur,Fix flaky integration test in search during checkout,Testing,High,neha,2025-03-15,2025-03-21,1.2
336,High priority: add notification system f,High priority: add notification system for multiple events,Feature Request,High,vikram,2025-04-18,2025-04-23,10.9
337,"No rush, but write unit tests for report","No rush, but write unit tests for reporting module",Testing,Low,arjun,2025-07-16,2025-08-04,7.9
338,"When possible, add caching layer to sear","When possible, add caching layer to search API",Backend,Medium,rohan,2025-04-26,2025-05-07,20.0
339,Please check the issue to support search,Please check the issue to support search customization,Feature Request,Low,neha,2025-05-29,2025-06-20,3.4
340,Add caching layer to auth API,Add caching layer to auth API,Backend,High,sneha,2025-04-07,2025-04-12,2.4
341,Unexpected behavior in user profile when,Unexpected behavior in user profile when using checkout,Bug,Medium,neha,2025-01-20,2025-02-01,5.3
342,Docs missing for reporting configuration,Docs missing for reporting configuration under submit button,Feature Request,Medium,sneha,2025-08-02,2025-08-14,3.4
343,High priority: data not saving correctly,High priority: data not saving correctly when signup is submitted,Bug,High,rohan,2025-02-21,2025-03-01,10.2
344,Refactor notifications service to reduce,Refactor notifications service to reduce latency during peak load,Backend,High,sneha,2025-02-28,2025-03-04,3.3
345,Allow users to filter reporting by month,Allow users to filter reporting by monthly,Feature Request,Medium,sneha,2025-01-21,2025-02-03,4.0
346,Add notification system for multiple eve,Add notification system for multiple events,Feature Request,Medium,arjun,2025-09-10,2025-09-20,2.1
347,Write unit tests for auth module,Write unit tests for auth module,Testing,Medium,arjun,2025-08-26,2025-09-04,8.5
348,"No rush, but write unit tests for search","No rush, but write unit tests for search module",Testing,Low,arjun,2025-02-18,2025-03-09,2.2
349,Whenever convenient — fix flaky integrat,Whenever convenient — fix flaky integration test in search during multiple,Testing,Low,arjun,2025-06-25,2025-07-15,6.8
350,Please investigate the problem layout fo,Please investigate the problem layout for notifications,UI/UX,Medium,priya,2025-03-27,2025-04-05,16.4
351,ASAP — fix broken deployment on submit b,ASAP — fix broken deployment on submit button server,DevOps,Urgent,vikram,2025-07-14,2025-07-17,0.8
352,ASAP — users report user profile stops r,ASAP — users report user profile stops responding during signup,Bug,Urgent,neha,2025-02-02,2025-02-05,13.3
353,Docs missing for auth configuration unde,Docs missing for auth configuration under monthly,Documentation,Low,neha,2025-02-18,2025-03-12,6.2
354,Configure auto-scaling for auth during p,Configure auto-scaling for auth during peak signup,DevOps,Medium,neha,2025-01-28,2025-02-06,1.8
355,Add notification system for monthly even,Add notification system for monthly events,Feature Request,Medium,arjun,2025-06-19,2025-06-30,5.4
356,"When possible, need to review the issue ","When possible, need to review the issue affecting notifications performance",Backend,Medium,rohan,2025-09-13,2025-09-25,8.4
357,URGENT: unexpected behavior in payment w,URGENT: unexpected behavior in payment when using signup,Bug,Urgent,vikram,2025-06-05,2025-06-10,2.5
358,Add notification system for multiple eve,Add notification system for multiple events,Feature Request,Medium,neha,2025-08-31,2025-09-11,7.1
359,"No rush, but fix alignment issue on sear","No rush, but fix alignment issue on search page for submit button screen size",UI/UX,Low,arjun,2025-07-11,2025-07-30,14.1
360,Requesting new option for auth during si,Requesting new option for auth during signup,Feature Request,Medium,sneha,2025-07-21,2025-07-31,3.3
361,Increase test coverage for notifications,Increase test coverage for notifications edge cases,Testing,High,sneha,2025-03-05,2025-03-12,2.1
362,Deployment request affecting admin durin,Deployment request affecting admin during checkout,DevOps,High,sneha,2025-08-10,2025-08-18,4.5
363,Refactor reporting service to reduce lat,Refactor reporting service to reduce latency during signup,Backend,High,sneha,2025-06-14,2025-06-22,5.2
364,Critical — fix alignment issue on admin ,Critical — fix alignment issue on admin page for multiple screen size,UI/UX,Urgent,neha,2025-09-20,2025-09-23,10.5
365,Blocking release — server-side user prof,Blocking release — server-side user profile logic fails under signup,Backend,Urgent,vikram,2025-03-09,2025-03-11,4.4
366,Time-sensitive — add caching layer to pa,Time-sensitive — add caching layer to payment API,Backend,High,rohan,2025-08-02,2025-08-10,3.5
367,"When possible, write unit tests for paym","When possible, write unit tests for payment module",DevOps,Medium,neha,2025-03-24,2025-04-04,2.0
368,Update API docs for the notifications en,Update API docs for the notifications endpoint,Feature Request,Low,neha,2025-02-22,2025-03-17,0.9
369,Time-sensitive — fix broken deployment o,Time-sensitive — fix broken deployment on signup server,DevOps,High,sneha,2025-01-25,2025-02-01,1.5
370,ASAP — improve accessibility of payment ,ASAP — improve accessibility of payment form fields,UI/UX,Urgent,vikram,2025-07-08,2025-07-13,1.5
371,High priority: fix broken deployment on ,High priority: fix broken deployment on multiple server,DevOps,High,arjun,2025-03-03,2025-03-10,4.1
372,"When possible, improve accessibility of ","When possible, improve accessibility of user profile form fields",UI/UX,Medium,rohan,2025-01-21,2025-01-31,1.1
373,Server-side auth logic fails under month,Server-side auth logic fails under monthly,Backend,Low,vikram,2025-02-07,2025-02-28,4.8
374,ASAP — please check the ticket to suppor,ASAP — please check the ticket to support notifications customization,Feature Request,Urgent,neha,2025-04-24,2025-04-26,16.1
375,Document deployment steps for checkout e,Document deployment steps for checkout environment,Documentation,Low,neha,2025-01-05,2025-01-24,10.8
376,Docs missing for user profile configurat,Docs missing for user profile configuration under mobile,Documentation,Low,rohan,2025-02-28,2025-03-22,4.0
377,Optimize database query for notification,Optimize database query for notifications table,Backend,High,neha,2025-01-23,2025-01-29,23.1
378,"When possible, add dark mode support to ","When possible, add dark mode support to the user profile page",Feature Request,Medium,arjun,2025-04-20,2025-05-02,5.2
379,Requesting new option for notifications ,Requesting new option for notifications during signup,UI/UX,Medium,neha,2025-01-13,2025-01-25,5.8
380,Low priority — update API docs for the u,Low priority — update API docs for the user profile endpoint,Documentation,Low,sneha,2025-07-28,2025-08-19,4.5
381,Time-sensitive — configure auto-scaling ,Time-sensitive — configure auto-scaling for admin during peak submit button,DevOps,High,neha,2025-10-27,2025-10-31,4.9
382,"No rush, but qA found request in search ","No rush, but qA found request in search during submit button",Testing,Low,priya,2025-01-16,2025-02-07,3.2
383,"When possible, need to resolve the probl","When possible, need to resolve the problem affecting notifications performance",Backend,Medium,vikram,2025-07-11,2025-07-20,4.1
384,Write unit tests for payment module,Write unit tests for payment module,Testing,Medium,sneha,2025-06-26,2025-07-06,13.4
385,Fix broken deployment on checkout server,Fix broken deployment on checkout server,DevOps,Urgent,arjun,2025-04-03,2025-04-08,11.5
386,Please prioritize — qA found item in aut,Please prioritize — qA found item in auth during peak load,Testing,High,rohan,2025-10-25,2025-11-01,0.5
387,"No rush, but write onboarding guide for ","No rush, but write onboarding guide for search module",Documentation,Low,priya,2025-06-06,2025-06-29,1.3
388,High priority: add caching layer to user,High priority: add caching layer to user profile API,Backend,High,rohan,2025-08-12,2025-08-18,2.6
389,Allow users to filter admin by peak load,Allow users to filter admin by peak load,Feature Request,Medium,neha,2025-02-25,2025-03-07,9.6
390,Whenever convenient — add caching layer ,Whenever convenient — add caching layer to notifications API,Backend,Low,arjun,2025-02-09,2025-02-28,11.7
391,Write unit tests for reporting module,Write unit tests for reporting module,Testing,Medium,sneha,2025-10-06,2025-10-19,8.3
392,URGENT: configure auto-scaling for user ,URGENT: configure auto-scaling for user profile during peak peak load,DevOps,Urgent,neha,2025-09-15,2025-09-16,1.8
393,Time-sensitive — please check the ticket,Time-sensitive — please check the ticket to support user profile customization,Feature Request,High,rohan,2025-03-16,2025-03-23,3.2
394,"When possible, data not saving correctly","When possible, data not saving correctly when checkout is submitted",Bug,Medium,sneha,2025-07-04,2025-07-16,7.1
395,Redesign the search dashboard for better,Redesign the search dashboard for better readability,UI/UX,High,vikram,2025-05-21,2025-05-27,4.1
396,High priority: need to handle the reques,High priority: need to handle the request affecting admin performance,Backend,High,vikram,2025-07-12,2025-07-17,3.7
397,Improve accessibility of notifications f,Improve accessibility of notifications form fields,UI/UX,Medium,vikram,2025-04-28,2025-05-07,3.7
398,Fix broken deployment on checkout server,Fix broken deployment on checkout server,DevOps,Medium,rohan,2025-04-28,2025-05-10,11.0
399,Please check the problem related to user,Please check the problem related to user profile infrastructure,Backend,Medium,vikram,2025-03-07,2025-03-20,7.7
400,Low priority — please check the issue to,Low priority — please check the issue to support reporting customization,Feature Request,Low,vikram,2025-07-27,2025-08-19,3.9
401,Configure auto-scaling for user profile ,Configure auto-scaling for user profile during peak submit button,DevOps,Low,sneha,2025-03-29,2025-04-18,6.4
402,"No rush, but server-side notifications l","No rush, but server-side notifications logic fails under monthly",Backend,Low,vikram,2025-06-25,2025-07-17,1.6
403,Whenever convenient — need to update the,Whenever convenient — need to update the issue affecting user profile performance,Backend,Low,arjun,2025-03-18,2025-04-10,3.2
404,Please update the issue to support payme,Please update the issue to support payment customization,Feature Request,Medium,neha,2025-10-04,2025-10-13,10.3
405,High priority: please fix the problem re,High priority: please fix the problem related to notifications infrastructure,DevOps,High,rohan,2025-09-04,2025-09-11,1.1
406,High priority: server-side admin logic f,High priority: server-side admin logic fails under submit button,Backend,High,vikram,2025-02-12,2025-02-18,7.7
407,"When possible, refactor auth service to ","When possible, refactor auth service to reduce latency during submit button",DevOps,Medium,rohan,2025-06-11,2025-06-23,0.5
408,"When possible, unexpected behavior in se","When possible, unexpected behavior in search when using mobile",Bug,Medium,priya,2025-05-22,2025-06-03,14.9
409,Visual inconsistency on user profile dur,Visual inconsistency on user profile during peak load,UI/UX,Medium,neha,2025-10-23,2025-11-03,3.2
410,High priority: redesign the user profile,High priority: redesign the user profile dashboard for better readability,UI/UX,High,rohan,2025-09-18,2025-09-25,6.7
411,Write unit tests for admin module,Write unit tests for admin module,Testing,Medium,arjun,2025-08-11,2025-08-20,5.5
412,Whenever convenient — update API docs fo,Whenever convenient — update API docs for the payment endpoint,Documentation,Low,neha,2025-01-30,2025-02-19,5.6
413,"When possible, fix alignment issue on au","When possible, fix alignment issue on auth page for monthly screen size",UI/UX,Medium,priya,2025-04-29,2025-05-12,6.3
414,Fix broken deployment on signup server,Fix broken deployment on signup server,DevOps,Low,sneha,2025-06-30,2025-07-22,0.9
415,"When possible, optimize database query f","When possible, optimize database query for auth table",Backend,Medium,rohan,2025-10-26,2025-11-06,5.7
416,QA found request in admin during checkou,QA found request in admin during checkout,Testing,Medium,arjun,2025-02-24,2025-03-09,4.3
417,Optimize database query for reporting ta,Optimize database query for reporting table,Backend,Medium,vikram,2025-08-15,2025-08-27,3.2
418,Improve accessibility of admin form fiel,Improve accessibility of admin form fields,UI/UX,High,sneha,2025-05-13,2025-05-17,2.6
419,Blocking release — fix broken deployment,Blocking release — fix broken deployment on signup server,DevOps,Urgent,priya,2025-01-05,2025-01-08,5.8
420,Low priority — document deployment steps,Low priority — document deployment steps for submit button environment,Documentation,Low,neha,2025-05-18,2025-06-07,2.1
421,Fix broken deployment on peak load serve,Fix broken deployment on peak load server,DevOps,Urgent,priya,2025-04-16,2025-04-18,10.1
422,QA found issue in user profile during mu,QA found issue in user profile during multiple,Testing,Medium,arjun,2025-09-10,2025-09-23,7.1
423,Time-sensitive — write unit tests for ad,Time-sensitive — write unit tests for admin module,Testing,High,vikram,2025-09-09,2025-09-14,6.1
424,Docs missing for payment configuration u,Docs missing for payment configuration under checkout,Feature Request,Low,sneha,2025-07-21,2025-08-10,9.9
425,Please prioritize — data not saving corr,Please prioritize — data not saving correctly when multiple is submitted,Bug,High,vikram,2025-06-16,2025-06-22,0.7
426,QA found ticket in user profile during m,QA found ticket in user profile during multiple,Testing,Medium,sneha,2025-04-05,2025-04-17,1.5
427,"When possible, allow users to filter not","When possible, allow users to filter notifications by multiple",Feature Request,Medium,arjun,2025-10-22,2025-11-01,7.3
428,"When possible, fix broken deployment on ","When possible, fix broken deployment on mobile server",DevOps,Medium,sneha,2025-01-05,2025-01-15,2.7
429,"No rush, but visual inconsistency on aut","No rush, but visual inconsistency on auth during mobile",UI/UX,Low,sneha,2025-10-18,2025-11-06,3.0
430,Application crashes when checkout is cli,Application crashes when checkout is clicked on the notifications page,Bug,High,rohan,2025-06-21,2025-06-27,1.3
431,"When possible, document deployment steps","When possible, document deployment steps for multiple environment",Documentation,Medium,vikram,2025-04-12,2025-04-25,2.1
432,Please prioritize — fix broken deploymen,Please prioritize — fix broken deployment on monthly server,DevOps,High,sneha,2025-08-17,2025-08-21,10.3
433,"When possible, refactor user profile ser","When possible, refactor user profile service to reduce latency during monthly",Backend,Medium,priya,2025-02-06,2025-02-15,7.2
434,"No rush, but document deployment steps f","No rush, but document deployment steps for signup environment",Documentation,Low,vikram,2025-07-05,2025-07-28,5.8
435,Fix alignment issue on payment page for ,Fix alignment issue on payment page for monthly screen size,UI/UX,Medium,priya,2025-02-10,2025-02-20,3.1
436,Redesign the reporting dashboard for bet,Redesign the reporting dashboard for better readability,UI/UX,Low,rohan,2025-02-12,2025-03-03,5.5
437,"When possible, need to review the proble","When possible, need to review the problem affecting user profile performance",Backend,Medium,arjun,2025-09-27,2025-10-07,10.9
438,Users report notifications stops respond,Users report notifications stops responding during multiple,Bug,High,sneha,2025-05-20,2025-05-28,2.7
439,Requesting new option for user profile d,Requesting new option for user profile during mobile,Feature Request,Urgent,neha,2025-08-11,2025-08-16,4.9
440,Please prioritize — configure auto-scali,Please prioritize — configure auto-scaling for reporting during peak peak load,DevOps,High,rohan,2025-05-14,2025-05-19,15.5
441,Whenever convenient — users report notif,Whenever convenient — users report notifications stops responding during monthly,Testing,Low,arjun,2025-09-02,2025-09-23,8.3
442,Increase test coverage for user profile ,Increase test coverage for user profile edge cases,Testing,Medium,priya,2025-08-12,2025-08-24,3.1
